patient,M93056_at,D14664_at,J05243_at,HG1612-HT1612_at,M83652_s_at,D88422_at,M84371_rna1_s_at,Y07604_at,D10495_at,L09717_at,X62320_at,L42379_at,U82759_at,Y00787_s_at,M31523_at,U05259_rna1_at,M96326_rna1_at,X62654_rna1_at,M92287_at,M81695_s_at,X64072_s_at,J03801_f_at,M19045_f_at,D49950_at,X59417_at,X52056_at,M19507_at,X14008_rna1_f_at,M31211_s_at,X61587_at,M62762_at,M55150_at,M32304_s_at,U50136_rna1_at,M63138_at,X16546_at,M11147_at,M27891_at,X17042_at,M22960_at,M16038_at,L09209_s_at,M84526_at,U46499_at,M23197_at,X95735_at,cancer
37,0.226122272743,0.065313042828,-0.954242795224,-0.632634760573,-0.341092597817,1.29565695157,-0.90809834492,1.43589238091,1.37374396993,1.04982776084,1.5876988609,3.19174477259,1.30751197092,2.94143094134,-0.983124574135,-0.881581550092,1.11638811307,1.65021467663,-0.895590758997,3.327185046,1.38744911841,2.88978656285,2.6665118084,1.74426959608,-1.10650824918,1.0130970807,-0.366664942915,2.66126456925,-0.923145485782,-0.0208002692952,1.7886715158,1.74326166223,0.677501287629,1.41087652843,1.51039073063,2.59102018927,1.65133511802,1.65965742614,1.64462559129,1.07470111093,2.05917194019,1.13908625695,1.44693723497,0.245163961249,-0.0200270318654,0.702045340873,1.37113092008
57,0.947965212638,0.464585229173,-1.08097379108,-1.28636368108,-0.456504387327,0.439930015978,-0.911286104825,2.51000273495,0.395521019133,0.557153514587,0.320096920062,0.591484092674,-0.683841176903,-0.560475219871,-0.976052206586,-0.896266463995,4.27316674983,-0.0944115180766,-0.895986277295,-0.19604373753,0.847796015957,-0.0389645037048,-0.361503441614,-0.375973305161,-1.13162552524,0.166637360152,1.08175675817,-0.300875900657,-1.35778355989,0.236347239985,-0.185493185897,0.184542098499,-0.196248278009,-0.708449774823,1.08384339393,1.99762365422,0.511255253114,-0.0198789917151,1.8009389938,1.03569986094,-0.421032075565,0.811620518359,2.40627364062,0.886866194638,0.902378307546,0.515670080204,1.37113092008
38,-0.714043736165,-0.561322471852,-0.984965460887,-0.794800074187,-0.727722092675,0.205235005834,-0.512816116643,0.53954503077,-0.0534993517263,0.367663419876,-0.396128405491,0.896092727081,0.929298135652,1.24491635206,-0.88293270053,-0.870567864665,-0.107761858455,-0.145385516225,-0.645623194777,0.404273399858,-0.726026864623,-0.249816270439,-0.184261700496,-0.632374772288,-1.28914064631,-0.689154882122,0.391003271869,-0.422622492467,-1.15888139038,-0.074733829294,1.59180700221,1.20571405052,1.72668205261,1.11594277996,-0.282290883771,-0.636387297604,1.46838284464,-0.269786316134,-0.673969496609,-0.507016249916,0.0103077532624,-0.158288597218,-0.0344540013783,0.0254371264695,-0.312819180175,0.162417278443,1.37113092008
36,1.33937323727,2.18367380927,-1.29795261733,-0.965073653482,2.2893344381,2.81907486037,-0.592510114279,0.542557963039,1.23422692613,2.46152896643,5.01606837083,2.10752476737,0.771709037622,2.51557264295,-1.05856316132,-0.959011096127,0.7827283854,2.96402837085,-0.714838896895,2.18299084397,3.11503345281,3.46283417312,3.28929700885,1.46814493917,-0.629705720515,2.32898264406,-0.205102152702,3.383105781,-1.11099753476,1.89480420995,2.56049080039,1.12819934789,3.4384136578,3.07323038346,3.44463874881,4.2261159708,2.16607681347,2.41700762563,2.32918160557,3.25335427029,2.47528801036,3.13995742242,0.822983238309,1.85940712812,1.2171849031,1.99290906938,1.37113092008
35,-0.381641946404,-0.0178686626605,-1.15201995543,-1.14294873185,0.0513074865171,-0.0999151664018,-0.820966240837,1.68144636087,-0.143303425898,-0.36187344476,-0.346149823404,0.0382868026006,-0.248322215076,-0.544271120446,-0.748557717108,-0.736067403232,-0.351174895371,-0.369013379071,-1.1673118296,0.683053153118,-0.189845795002,-0.243236093186,-0.234398890262,1.58648407784,-1.12268547783,-0.357850360849,2.01775675537,-0.243376955967,-1.3651503069,-0.203789133577,-0.679494325139,0.620983576343,0.399877156637,0.942246619792,0.321676488999,-0.150881041653,-0.478400713127,-0.29963589702,0.0811692705513,1.04111670122,-0.051855927951,-0.031326245179,-0.571351287614,0.784493464798,0.801111850236,-0.19370283502,1.37113092008
34,1.3934622859,1.31858407219,-0.725742969353,-1.17132766174,0.794751763944,-0.15823897608,-0.904910585014,0.690191644239,0.947174617616,2.3478349096,-0.0773134181456,0.512122456123,0.869127752768,0.882782040183,-0.854643230336,-0.717043764767,1.71201627201,0.587982328108,-1.03560423642,1.64937561074,0.447520231328,0.301202050768,0.237703729047,2.17817977121,-0.99837624714,0.502608142288,0.593843581339,0.260076245198,-0.871578256651,0.268129516413,1.26247290939,1.30344997992,0.416909311913,1.25116932076,0.941907365076,0.390430531073,0.243729205482,-0.290349360744,1.65719512263,1.70847142333,1.13940318755,-0.0667091957473,0.896339220532,1.97551278514,2.27387837068,0.894155224947,1.37113092008
33,1.98647494633,-0.0733231329862,-1.20578462034,-0.37012965916,0.0484221917794,-0.0252606900139,-0.682829978267,0.501883377402,0.304113300779,-0.323975425818,0.827943802559,0.463104974724,2.1498973313,3.26660534104,-0.971337294887,-0.9479974107,0.133795639026,1.09114501951,-0.509960418627,1.62885194792,0.638978041572,2.90380520135,2.65946550065,-0.336526925603,-0.657377295839,0.420481951099,0.773142805608,2.65829514018,-1.21781536653,1.3053874471,0.0067716895251,2.78971014772,1.63811484517,0.0516166441662,-0.0989568465042,0.846173951409,1.68640229271,0.0607148766774,1.76580876519,-0.240507708294,3.10453670182,2.01880353775,0.0885671205608,1.41371121894,0.0570235334793,1.20095757713,1.37113092008
32,-0.022687350953,0.0930402779909,0.0845673375158,-0.0402245992754,0.139789858475,-0.336009947979,-0.486251450764,-0.254362622215,-0.0855722353591,0.291867381992,0.340652627211,-0.717982910411,2.10405323005,1.73140347189,-0.416156442325,-0.852211722285,-0.394527044011,0.41450630215,-0.827561611773,0.411114620797,1.07744618731,1.18237361324,1.24315764273,1.23146666182,-0.814466700371,0.168503864497,-0.494689748733,0.688213927261,-0.186470783911,-0.274095381432,2.19435960222,0.802974617298,0.566792278338,1.40621354427,1.60205774927,-0.0932155476516,1.31748292098,1.50095715443,-0.0377578336238,0.700939131828,2.41566162225,0.640949815618,-0.442050665251,-0.486426522732,0.785701737167,1.09486704413,1.37113092008
31,0.360853175694,1.22985691967,-1.01184779334,-1.09886003721,1.11886653948,-0.0807849568274,-0.771024668985,1.27168757223,0.575129167476,0.604526038265,0.137513874212,-0.590770875352,2.31608219831,-0.201982278652,-0.757987540506,-0.863559155756,0.755063979264,0.572361264159,-0.82439746539,0.0280062482186,1.20640740665,0.543238135784,0.99003258737,0.620047778676,-0.571808270606,0.220765986163,1.27830869557,1.23971788972,-0.727926689786,0.168930289986,1.27995153443,0.872063808771,1.29917495519,1.88183792916,0.588176168172,0.929881926573,0.223101455664,0.655053198321,0.796987965329,1.3596269095,0.319857512774,-0.18812128103,0.897195516045,1.91059349304,2.02731656158,0.091881410559,1.37113092008
30,1.39247884865,1.88976511654,-0.664297638026,-0.537869405429,0.986142981548,3.98135173963,-1.13655447148,-0.00880864225982,2.90843145176,3.4658264684,3.8758312037,3.53019881082,2.00949977123,0.600939951302,-0.912400898649,-0.839863044685,1.12667792266,5.25950261006,-0.911807009207,2.63622173117,2.98210419595,1.08481533311,0.782166508719,1.89219351942,-0.638220051384,1.61691123637,-0.471471144152,0.913350640275,-1.06679705265,1.35450551067,1.55408996924,1.81066575147,2.68559239462,2.90186571538,2.12692535596,0.901979268185,1.1903842471,1.86843866134,2.45809987568,3.41802621471,2.43342267403,2.30256092564,1.62190695132,0.933058767859,1.56941605896,2.76995054079,1.37113092008
